stage_id,race_id,race_name,race_date,stage_date,stage_name,stage_number,stage_type,classification,nation,race_link,stage_link,race_category,stage_points_scale,stage_ranking,profile_score,parcours_type,parcours_type_name,pcs_city_start,pcs_city_finish,start_time,avg_speed_winner,distance,elevation_gain,elevation_loss,elevation_average,elevation_maximum,elevation_minimum,temp_avg,temp_max,temp_min,_1000_to_1500_m,_1500_to_2000_m,_2000_to_2500_m,_2500_to_3000_m,_3000_to_3500_m,race_total_distance,race_total_elevation_gain
3856,2324,Princess Maha Chakri Sirindhorn's Cup Tour of Thailand,2012-04-01,2012-04-04,Stage 3,3,Stage,2.2,th,https://www.procyclingstats.com/race/tour-of-thailand/2012,https://www.procyclingstats.com/race/tour-of-thailand/2012/stage-3,ME - Men Elite,2.2.Stage,348,,0,,Chiang Rai,Chiang Rai,,44.486,146100.0,,,,,,,,,,,,,,,
3857,2324,Princess Maha Chakri Sirindhorn's Cup Tour of Thailand,2012-04-01,2012-04-05,Stage 4,4,Stage,2.2,th,https://www.procyclingstats.com/race/tour-of-thailand/2012,https://www.procyclingstats.com/race/tour-of-thailand/2012/stage-4,ME - Men Elite,2.2.Stage,348,,0,,Chiang Rai,Wat Rong Khun,,47.009,136600.0,,,,,,,,,,,,,,,
3858,2324,Princess Maha Chakri Sirindhorn's Cup Tour of Thailand,2012-04-01,2012-04-06,Stage 5,5,Stage,2.2,th,https://www.procyclingstats.com/race/tour-of-thailand/2012,https://www.procyclingstats.com/race/tour-of-thailand/2012/stage-5,ME - Men Elite,2.2.Stage,348,,0,,Chiang Rai,Chiang Khong,,42.92,130000.0,,,,,,,,,,,,,,,
3859,2325,Royal Smilde Olympia's Tour,2012-05-14,2012-05-14,Prologue,,Prologue,2.2,nl,https://www.procyclingstats.com/race/olympias-tour/2012,https://www.procyclingstats.com/race/olympias-tour/2012/prologue,ME - Men Elite,2.2.Stage,254,,0,,Zandvoort,Zandvoort,,47.473,3600.0,,,,,,,,,,,,,,,
3860,2325,Royal Smilde Olympia's Tour,2012-05-14,2012-05-15,Stage 1,1,Stage,2.2,nl,https://www.procyclingstats.com/race/olympias-tour/2012,https://www.procyclingstats.com/race/olympias-tour/2012/stage-1,ME - Men Elite,2.2.Stage,254,,0,,Zandvoort,Noordwijk,,51.792,164800.0,,,,,,,,,,,,,,,
3861,2325,Royal Smilde Olympia's Tour,2012-05-14,2012-05-16,Stage 2,2,Stage,2.2,nl,https://www.procyclingstats.com/race/olympias-tour/2012,https://www.procyclingstats.com/race/olympias-tour/2012/stage-2,ME - Men Elite,2.2.Stage,254,,0,,Ulft,Gendringen,,47.031,162700.0,,,,,,,,,,,,,,,
3862,2325,Royal Smilde Olympia's Tour,2012-05-14,2012-05-17,Stage 3,3,Stage,2.2,nl,https://www.procyclingstats.com/race/olympias-tour/2012,https://www.procyclingstats.com/race/olympias-tour/2012/stage-3,ME - Men Elite,2.2.Stage,254,,0,,Elst (Gld),Hoofddorp,,45.107,163400.0,,,,,,,,,,,,,,,
3863,2325,Royal Smilde Olympia's Tour,2012-05-14,2012-05-18,Stage 4,4,Stage,2.2,nl,https://www.procyclingstats.com/race/olympias-tour/2012,https://www.procyclingstats.com/race/olympias-tour/2012/stage-4,ME - Men Elite,2.2.Stage,254,,0,,Simpelveld,Buchten,,41.287,206100.0,,,,,,,,,,,,,,,
3864,2325,Royal Smilde Olympia's Tour,2012-05-14,2012-05-19,Stage 5 (ITT),5,Individual Time Trial,2.2,nl,https://www.procyclingstats.com/race/olympias-tour/2012,https://www.procyclingstats.com/race/olympias-tour/2012/stage-5,ME - Men Elite,2.2.Stage,254,,0,,Reuver,Reuver,,50.39,13800.0,,,,,,,,,,,,,,,
3865,2325,Royal Smilde Olympia's Tour,2012-05-14,2012-05-19,Stage 6,6,Stage,2.2,nl,https://www.procyclingstats.com/race/olympias-tour/2012,https://www.procyclingstats.com/race/olympias-tour/2012/stage-6,ME - Men Elite,2.2.Stage,254,,0,,Reuver,Reuver,,48.183,96300.0,,,,,,,,,,,,,,,
3866,2326,Rutas de America,2012-02-21,2012-02-21,Stage 1,1,Stage,2.2,uy,https://www.procyclingstats.com/race/rutas-de-america/2012,https://www.procyclingstats.com/race/rutas-de-america/2012/stage-1,ME - Men Elite,2.2.Stage,390,,0,,Montevideo,Minas,,44.01,146100.0,,,,,,,,,,,,,,,
3867,2326,Rutas de America,2012-02-21,2012-02-22,Stage 2,2,Stage,2.2,uy,https://www.procyclingstats.com/race/rutas-de-america/2012,https://www.procyclingstats.com/race/rutas-de-america/2012/stage-2,ME - Men Elite,2.2.Stage,390,,0,,Jose P. Varela,Melo,,45.67,150300.0,,,,,,,,,,,,,,,
3868,2326,Rutas de America,2012-02-21,2012-02-23,Stage 3,3,Stage,2.2,uy,https://www.procyclingstats.com/race/rutas-de-america/2012,https://www.procyclingstats.com/race/rutas-de-america/2012/stage-3,ME - Men Elite,2.2.Stage,390,,0,,Pueblo Trigo,Tacuarembo,,40.22,154200.0,,,,,,,,,,,,,,,
3869,2326,Rutas de America,2012-02-21,2012-02-24,Stage 4a,4a,Stage,2.2,uy,https://www.procyclingstats.com/race/rutas-de-america/2012,https://www.procyclingstats.com/race/rutas-de-america/2012/stage-4a,ME - Men Elite,2.2.Stage,390,,0,,Tacuarembo,Paso de los Toros,,45.315,140300.0,,,,,,,,,,,,,,,
3870,2326,Rutas de America,2012-02-21,2012-02-24,Stage 4b (ITT),4b,Individual Time Trial,2.2,uy,https://www.procyclingstats.com/race/rutas-de-america/2012,https://www.procyclingstats.com/race/rutas-de-america/2012/stage-4b,ME - Men Elite,2.2.Stage,390,,0,,Paso de los Toros,Paso de los Toros,,49.1,17200.0,,,,,,,,,,,,,,,
3871,2326,Rutas de America,2012-02-21,2012-02-25,Stage 5,5,Stage,2.2,uy,https://www.procyclingstats.com/race/rutas-de-america/2012,https://www.procyclingstats.com/race/rutas-de-america/2012/stage-5,ME - Men Elite,2.2.Stage,390,,0,,Paso de los Toros,Trinidad,,52.337,105300.0,,,,,,,,,,,,,,,
3872,2326,Rutas de America,2012-02-21,2012-02-25,Stage 6,6,Stage,2.2,uy,https://www.procyclingstats.com/race/rutas-de-america/2012,https://www.procyclingstats.com/race/rutas-de-america/2012/stage-6,ME - Men Elite,2.2.Stage,390,,0,,Trinidad,Montevideo,,44.53,203600.0,,,,,,,,,,,,,,,
3873,2327,Tour du Gevaudan Languedoc - Roussillon,2012-09-22,2012-09-22,Stage 1,1,Stage,2.2,fr,https://www.procyclingstats.com/race/tour-du-gevaudan-languedoc-roussillon/2012,https://www.procyclingstats.com/race/tour-du-gevaudan-languedoc-roussillon/2012/stage-1,ME - Men Elite,2.2.Stage,170,,2,"Hills, flat finish",Chateauneuf de Randon,La Grand'Combe,,44.184,153000.0,,,,,,,,,,,,,,,
3874,2327,Tour du Gevaudan Languedoc - Roussillon,2012-09-22,2012-09-23,Stage 2,2,Stage,2.2,fr,https://www.procyclingstats.com/race/tour-du-gevaudan-languedoc-roussillon/2012,https://www.procyclingstats.com/race/tour-du-gevaudan-languedoc-roussillon/2012/stage-2,ME - Men Elite,2.2.Stage,170,,2,"Hills, flat finish",Mende,Mende,,39.264,162400.0,,,,,,,,,,,,,,,
3875,2328,Tour du Loir-et-Cher 'E. Provost',2012-04-11,2012-04-11,Stage 1,1,Stage,2.2,fr,https://www.procyclingstats.com/race/tour-du-loir-et-cher-e.-provost-/2012,https://www.procyclingstats.com/race/tour-du-loir-et-cher-e.-provost-/2012/stage-1,ME - Men Elite,2.2.Stage,263,,0,,Nouan-le-Fuzelier,Blois,,46.479,185000.0,,,,,,,,,,,,,,,
3876,2328,Tour du Loir-et-Cher 'E. Provost',2012-04-11,2012-04-12,Stage 2,2,Stage,2.2,fr,https://www.procyclingstats.com/race/tour-du-loir-et-cher-e.-provost-/2012,https://www.procyclingstats.com/race/tour-du-loir-et-cher-e.-provost-/2012/stage-2,ME - Men Elite,2.2.Stage,263,,0,,Villebarou,Chailles,,44.92,210000.0,,,,,,,,,,,,,,,
3877,2328,Tour du Loir-et-Cher 'E. Provost',2012-04-11,2012-04-13,Stage 3,3,Stage,2.2,fr,https://www.procyclingstats.com/race/tour-du-loir-et-cher-e.-provost-/2012,https://www.procyclingstats.com/race/tour-du-loir-et-cher-e.-provost-/2012/stage-3,ME - Men Elite,2.2.Stage,263,,0,,Chateau-Renault,Vend?me,,42.817,201500.0,,,,,,,,,,,,,,,
3878,2328,Tour du Loir-et-Cher 'E. Provost',2012-04-11,2012-04-14,Stage 4,4,Stage,2.2,fr,https://www.procyclingstats.com/race/tour-du-loir-et-cher-e.-provost-/2012,https://www.procyclingstats.com/race/tour-du-loir-et-cher-e.-provost-/2012/stage-4,ME - Men Elite,2.2.Stage,263,,0,,Ange,Ange,,41.784,191000.0,,,,,,,,,,,,,,,
3879,2328,Tour du Loir-et-Cher 'E. Provost',2012-04-11,2012-04-15,Stage 5,5,Stage,2.2,fr,https://www.procyclingstats.com/race/tour-du-loir-et-cher-e.-provost-/2012,https://www.procyclingstats.com/race/tour-du-loir-et-cher-e.-provost-/2012/stage-5,ME - Men Elite,2.2.Stage,263,,0,,Blois,Blois,,41.641,97000.0,,,,,,,,,,,,,,,
3880,2329,Tour of Trakya,2012-05-24,2012-05-24,Stage 1,1,Stage,2.2,tr,https://www.procyclingstats.com/race/tour-of-trakya/2012,https://www.procyclingstats.com/race/tour-of-trakya/2012/stage-1,ME - Men Elite,2.2.Stage,287,,0,,Tekirdag,Tekirdag,,42.84,113000.0,,,,,,,,,,,,,,,
3881,2329,Tour of Trakya,2012-05-24,2012-05-25,Stage 2,2,Stage,2.2,tr,https://www.procyclingstats.com/race/tour-of-trakya/2012,https://www.procyclingstats.com/race/tour-of-trakya/2012/stage-2,ME - Men Elite,2.2.Stage,287,,0,,Corlu,Luleburgaz,,42.575,115000.0,,,,,,,,,,,,,,,
3882,2329,Tour of Trakya,2012-05-24,2012-05-26,Stage 3,3,Stage,2.2,tr,https://www.procyclingstats.com/race/tour-of-trakya/2012,https://www.procyclingstats.com/race/tour-of-trakya/2012/stage-3,ME - Men Elite,2.2.Stage,287,,0,,Luleburgaz,Edirne,,42.804,116000.0,,,,,,,,,,,,,,,
3883,2329,Tour of Trakya,2012-05-24,2012-05-27,Stage 4,4,Stage,2.2,tr,https://www.procyclingstats.com/race/tour-of-trakya/2012,https://www.procyclingstats.com/race/tour-of-trakya/2012/stage-4,ME - Men Elite,2.2.Stage,287,,0,,Edirne,Edirne,,44.64,78000.0,,,,,,,,,,,,,,,
3884,2330,Vuelta Ciclista al Uruguay,2012-03-30,2012-03-30,Stage 1,1,Stage,2.2,uy,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012/stage-1,ME - Men Elite,2.2.Stage,266,,0,,Montevideo,Trinidad,,42.837,188100.0,,,,,,,,,,,,,,,
3885,2330,Vuelta Ciclista al Uruguay,2012-03-30,2012-03-31,Stage 2,2,Stage,2.2,uy,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012/stage-2,ME - Men Elite,2.2.Stage,266,,0,,Cardona,Fray Bentos,,43.368,165100.0,,,,,,,,,,,,,,,
3886,2330,Vuelta Ciclista al Uruguay,2012-03-30,2012-04-01,Stage 3,3,Stage,2.2,uy,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012/stage-3,ME - Men Elite,2.2.Stage,266,,0,,Mercedes,Paysandu,,39.931,173500.0,,,,,,,,,,,,,,,
3887,2330,Vuelta Ciclista al Uruguay,2012-03-30,2012-04-02,Stage 4,4,Stage,2.2,uy,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012/stage-4,ME - Men Elite,2.2.Stage,266,,0,,Paysandu,Salto,,38.341,113500.0,,,,,,,,,,,,,,,
3888,2330,Vuelta Ciclista al Uruguay,2012-03-30,2012-04-03,Stage 5,5,Stage,2.2,uy,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012/stage-5,ME - Men Elite,2.2.Stage,266,,0,,Tacuarembo,Tacuarembo,,48.23,141100.0,,,,,,,,,,,,,,,
3889,2330,Vuelta Ciclista al Uruguay,2012-03-30,2012-04-04,Stage 6,6,Stage,2.2,uy,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012/stage-6,ME - Men Elite,2.2.Stage,266,,0,,Ansina,Melo,,40.928,146100.0,,,,,,,,,,,,,,,
3890,2330,Vuelta Ciclista al Uruguay,2012-03-30,2012-04-05,Stage 7,7,Stage,2.2,uy,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012/stage-7,ME - Men Elite,2.2.Stage,266,,0,,Treinta y Tres,Minas,,40.67,165900.0,,,,,,,,,,,,,,,
3891,2330,Vuelta Ciclista al Uruguay,2012-03-30,2012-04-06,Stage 8 (ITT),8,Individual Time Trial,2.2,uy,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012/stage-8,ME - Men Elite,2.2.Stage,266,,0,,Montevideo,Montevideo,,50.022,31000.0,,,,,,,,,,,,,,,
3892,2330,Vuelta Ciclista al Uruguay,2012-03-30,2012-04-07,Stage 9,9,Stage,2.2,uy,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012/stage-9,ME - Men Elite,2.2.Stage,266,,0,,Montevideo,Durazno,,36.992,185000.0,,,,,,,,,,,,,,,
3893,2330,Vuelta Ciclista al Uruguay,2012-03-30,2012-04-08,Stage 10,10,Stage,2.2,uy,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012,https://www.procyclingstats.com/race/vuelta-ciclista-al-uruguay/2012/stage-10,ME - Men Elite,2.2.Stage,266,,0,,Trinidad,Montevideo,,40.239,198300.0,,,,,,,,,,,,,,,
3894,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-17,Stage 1,1,Stage,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-1,ME - Men Elite,2.2.Stage,469,,2,"Hills, flat finish",San Jose,Limon,,48.27,155900.0,,,,,,,,,,,,,,,
3895,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-18,Stage 2,2,Stage,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-2,ME - Men Elite,2.2.Stage,469,,1,Flat,Limon,Guapiles,,40.21,178800.0,,,,,,,,,,,,,,,
3896,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-19,Stage 3 (ITT),3,Individual Time Trial,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-3,ME - Men Elite,2.2.Stage,469,,1,Flat,Ticaban,Guapiles,,45.43,28800.0,,,,,,,,,,,,,,,
3897,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-20,Stage 4,4,Stage,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-4,ME - Men Elite,2.2.Stage,469,,4,"Mountains, flat finish",Guapiles,Paraiso de Cartago,,35.62,138900.0,,,,,,,,,,,,,,,
3898,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-21,Stage 5,5,Stage,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-5,ME - Men Elite,2.2.Stage,469,,4,"Mountains, flat finish",San Jose,Canas,,34.76,138900.0,,,,,,,,,,,,,,,
3899,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-22,Stage 6,6,Stage,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-6,ME - Men Elite,2.2.Stage,469,,5,"Mountains, uphill finish",Canas,Grecia,,35.17,140200.0,,,,,,,,,,,,,,,
3900,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-23,Stage 7 (ITT),7,Individual Time Trial,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-7,ME - Men Elite,2.2.Stage,469,,5,"Mountains, uphill finish","San Pedro de Poas, Alajuela","San Pedro de Poas, Alajuela",,22.06,18000.0,,,,,,,,,,,,,,,
3901,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-25,Stage 8,8,Stage,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-8,ME - Men Elite,2.2.Stage,469,,1,Flat,San Jose,San Jose,,41.25,118400.0,,,,,,,,,,,,,,,
3902,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-26,Stage 9,9,Stage,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-9,ME - Men Elite,2.2.Stage,469,,4,"Mountains, flat finish",Jaco,Perez Zeledon,,37.13,143100.0,,,,,,,,,,,,,,,
3903,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-27,Stage 10,10,Stage,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-10,ME - Men Elite,2.2.Stage,469,,1,Flat,Peninsula de Osa,Peninsula de Osa,,43.37,121400.0,,,,,,,,,,,,,,,
3904,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-28,Stage 11,11,Stage,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-11,ME - Men Elite,2.2.Stage,469,,2,"Hills, flat finish",San Ramon,Pejibaye,,43.5,90200.0,,,,,,,,,,,,,,,
3905,2331,Vuelta Internacional a Costa Rica,2012-12-17,2012-12-29,Stage 12,12,Stage,2.2,cr,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012,https://www.procyclingstats.com/race/vuelta-internacional-a-costa-rica/2012/stage-12,ME - Men Elite,2.2.Stage,469,,4,"Mountains, flat finish",Perez Zeledon,San Jose,,34.62,134800.0,,,,,,,,,,,,,,,
3906,2332,Vuelta Mexico Telmex,2012-03-18,2012-03-18,Stage 1,1,Stage,2.2,mx,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012/stage-1,ME - Men Elite,2.2.Stage,253,,0,,Acapulco,Acapulco,,50.661,100000.0,,,,,,,,,,,,,,,
3907,2332,Vuelta Mexico Telmex,2012-03-18,2012-03-19,Stage 2,2,Stage,2.2,mx,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012/stage-2,ME - Men Elite,2.2.Stage,253,,0,,Taxco,Toluca,,35.889,136000.0,,,,,,,,,,,,,,,
3908,2332,Vuelta Mexico Telmex,2012-03-18,2012-03-20,Stage 3,3,Stage,2.2,mx,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012/stage-3,ME - Men Elite,2.2.Stage,253,,0,,Toluca,Pachuca,,46.14,169300.0,,,,,,,,,,,,,,,
3909,2332,Vuelta Mexico Telmex,2012-03-18,2012-03-21,Stage 4,4,Stage,2.2,mx,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012/stage-4,ME - Men Elite,2.2.Stage,253,,0,,Pachuca,La Malinche,,37.309,195000.0,,,,,,,,,,,,,,,
3910,2332,Vuelta Mexico Telmex,2012-03-18,2012-03-22,Stage 5,5,Stage,2.2,mx,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012/stage-5,ME - Men Elite,2.2.Stage,253,,0,,Puebla,Puebla,,47.313,80300.0,,,,,,,,,,,,,,,
3911,2332,Vuelta Mexico Telmex,2012-03-18,2012-03-23,Stage 6,6,Stage,2.2,mx,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012/stage-6,ME - Men Elite,2.2.Stage,253,,0,,Puebla,Cuautla,,49.32,98000.0,,,,,,,,,,,,,,,
3912,2332,Vuelta Mexico Telmex,2012-03-18,2012-03-24,Stage 7 (ITT),7,Individual Time Trial,2.2,mx,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012/stage-7,ME - Men Elite,2.2.Stage,253,,0,,Ajusco,Ajusco,,28.877,12000.0,,,,,,,,,,,,,,,
3913,2332,Vuelta Mexico Telmex,2012-03-18,2012-03-25,Stage 8,8,Stage,2.2,mx,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012,https://www.procyclingstats.com/race/vuelta-mexico-telmex/2012/stage-8,ME - Men Elite,2.2.Stage,253,,0,,Mexico City,Mexico City,,50.313,105000.0,,,,,,,,,,,,,,,
3914,2333,Vuelta Mundo Maya,2012-11-18,2012-11-18,Prologue,,Prologue,2.2,gt,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012/prologue,ME - Men Elite,2.2.Stage,417,,1,Flat,Villa Linda,Villa Linda,,57.831,4000.0,,,,,,,,,,,,,,,
3915,2333,Vuelta Mundo Maya,2012-11-18,2012-11-19,Stage 2,2,Stage,2.2,gt,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012/stage-2,ME - Men Elite,2.2.Stage,417,,2,"Hills, flat finish",Guatamala City,Zacapa,,43.34,143500.0,,,,,,,,,,,,,,,
3916,2333,Vuelta Mundo Maya,2012-11-18,2012-11-20,Stage 3,3,Stage,2.2,gt,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012/stage-3,ME - Men Elite,2.2.Stage,417,,1,Flat,Zacapa,Puerto Barrios,,44.13,173000.0,,,,,,,,,,,,,,,
3917,2333,Vuelta Mundo Maya,2012-11-18,2012-11-21,Stage 4,4,Stage,2.2,gt,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012/stage-4,ME - Men Elite,2.2.Stage,417,,1,Flat,Puerto Barrios,Teculutan,,42.359,177000.0,,,,,,,,,,,,,,,
3918,2333,Vuelta Mundo Maya,2012-11-18,2012-11-22,Stage 5,5,Stage,2.2,gt,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012/stage-5,ME - Men Elite,2.2.Stage,417,,4,"Mountains, flat finish",Teculutan,Esquipulas,,39.16,103500.0,,,,,,,,,,,,,,,
3919,2333,Vuelta Mundo Maya,2012-11-18,2012-11-23,Stage 6,6,Stage,2.2,gt,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012/stage-6,ME - Men Elite,2.2.Stage,417,,5,"Mountains, uphill finish",Chiquimula,Guatemala City,,38.878,162500.0,,,,,,,,,,,,,,,
3920,2333,Vuelta Mundo Maya,2012-11-18,2012-11-24,Stage 7,7,Stage,2.2,gt,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012/stage-7,ME - Men Elite,2.2.Stage,417,,2,"Hills, flat finish",San Lucas Sacatepequez,Tecpan Guatemala,,38.71,139000.0,,,,,,,,,,,,,,,
3921,2333,Vuelta Mundo Maya,2012-11-18,2012-11-25,Stage 8,8,Stage,2.2,gt,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012,https://www.procyclingstats.com/race/vuelta-mundo-maya/2012/stage-8,ME - Men Elite,2.2.Stage,417,,1,Flat,Guatamala,Guatamala,,49.296,122500.0,,,,,,,,,,,,,,,
3922,2334,Vuelta Pilsen a Colombia,2012-06-12,2012-06-12,Prologue,,Prologue,2.2,co,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012/prologue,ME - Men Elite,2.2.Stage,226,,0,,Puerto Gaitan,Puerto Gaitan,,50.11,3800.0,,,,,,,,,,,,,,,
3923,2334,Vuelta Pilsen a Colombia,2012-06-12,2012-06-13,Stage 1,1,Stage,2.2,co,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012/stage-1,ME - Men Elite,2.2.Stage,226,,0,,Puerto Gaitan,Villavicencio,,39.202,192800.0,,,,,,,,,,,,,,,
3924,2334,Vuelta Pilsen a Colombia,2012-06-12,2012-06-14,Stage 2,2,Stage,2.2,co,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012/stage-2,ME - Men Elite,2.2.Stage,226,,0,,Santander,Santander,,44.66,164100.0,,,,,,,,,,,,,,,
3925,2334,Vuelta Pilsen a Colombia,2012-06-12,2012-06-15,Stage 3,3,Stage,2.2,co,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012/stage-3,ME - Men Elite,2.2.Stage,226,,0,,Soacha,Ibague,,45.128,198000.0,,,,,,,,,,,,,,,
3926,2334,Vuelta Pilsen a Colombia,2012-06-12,2012-06-16,Stage 4,4,Stage,2.2,co,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012/stage-4,ME - Men Elite,2.2.Stage,226,,0,,Ibague,Armenia,,40.965,130199.99999999999,,,,,,,,,,,,,,,
3927,2334,Vuelta Pilsen a Colombia,2012-06-12,2012-06-17,Stage 5,5,Stage,2.2,co,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012/stage-5,ME - Men Elite,2.2.Stage,226,,0,,Armenia,Cali,,47.877,191600.0,,,,,,,,,,,,,,,
3928,2334,Vuelta Pilsen a Colombia,2012-06-12,2012-06-18,Stage 6,6,Stage,2.2,co,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012,https://www.procyclingstats.com/race/vuelta-pilsen-a-colombia/2012/stage-6,ME - Men Elite,2.2.Stage,226,,0,,Cali,Popayan,,45.591,133000.0,,,,,,,,,,,,,,,
